Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
2012, 36, 0.4249,292.805, 82.89, 28.67, 55.78,  0.00,  2.25
2012, 37, 0.4135,292.134, 86.15, 21.71, 53.93,  0.00,  1.99
2012, 38, 0.3955,291.052, 86.50, 17.65, 52.07,  0.00,  2.57
2012, 39, 0.3696,289.510, 84.45, 15.08, 49.76,  0.00,  3.95
2012, 40, 0.3463,287.922, 84.19, 12.32, 48.26,  0.00,  5.15
2012, 41, 0.3223,286.309, 84.47,  8.96, 46.71,  0.04,  7.61
2012, 42, 0.2928,284.321, 82.91, 10.74, 46.83,  0.07,  9.10
2012, 43, 0.2629,281.974, 79.98, 18.49, 49.24,  0.00,  6.60
2012, 44, 0.2304,279.556, 75.47, 17.16, 46.31,  0.07, 10.66
2012, 45, 0.1971,276.553, 69.95, 22.10, 46.02,  0.07, 11.35
2012, 46, 0.1646,273.384, 64.90, 28.43, 46.66,  0.04, 10.70
2012, 47, 0.1277,269.565, 54.61, 39.30, 46.95,  0.00, 11.49
2012, 48, 0.1003,265.238, 44.45, 52.72, 48.59,  0.00,  7.51
2012, 49, 0.0818,261.178, 34.28, 62.45, 48.37,  0.00,  7.36
2012, 50, 0.0679,257.694, 25.46, 67.83, 46.64,  0.00, 13.13
2012, 51, 0.0592,255.251, 21.26, 69.60, 45.43,  0.00, 16.93
2012, 52, 0.0525,254.177, 18.38, 69.37, 43.87,  0.00, 19.54
2013,  1, 0.0476,254.036, 18.59, 69.45, 44.02,  0.00, 15.30
2013,  2, 0.0459,253.976, 17.42, 72.67, 45.04,  0.00, 12.44
2013,  3, 0.0454,253.861, 19.49, 75.30, 47.39,  0.00,  8.67
2013,  4, 0.0439,253.924, 19.61, 77.19, 48.40,  0.00,  7.58
2013,  5, 0.0420,254.995, 16.92, 77.56, 47.24,  0.00,  7.83
2013,  6, 0.0423,256.680, 14.93, 76.40, 45.66,  0.00,  8.67
2013,  7, 0.0452,258.976, 14.78, 73.04, 43.91,  0.00, 11.68
2013,  8, 0.0502,261.321, 16.38, 70.30, 43.34,  0.00, 12.44
2013,  9, 0.0572,263.382, 18.90, 68.70, 43.80,  0.00, 12.04
2013, 10, 0.0662,265.505, 20.07, 68.31, 44.19,  0.00, 11.82
2013, 11, 0.0788,267.575, 21.01, 68.59, 44.80,  0.00, 10.19
2013, 12, 0.0973,269.991, 23.07, 72.42, 47.74,  0.00,  3.59
2013, 13, 0.1209,273.587, 25.33, 72.88, 49.11,  0.00,  2.97
2013, 14, 0.1521,277.777, 29.59, 70.69, 50.14,  0.00,  3.66
2013, 15, 0.1972,282.331, 40.61, 61.90, 51.25,  0.00,  3.63
2013, 16, 0.2523,286.785, 55.49, 44.56, 50.02,  0.04,  6.89
2013, 17, 0.3038,290.280, 65.54, 29.75, 47.65,  0.36, 13.56
2013, 18, 0.3511,292.424, 71.82, 23.49, 47.65,  0.83, 15.19
2013, 19, 0.3850,293.524, 72.17, 25.71, 48.94,  1.70, 14.65
2013, 20, 0.4149,294.489, 72.11, 27.40, 49.75,  1.89, 15.08
2013, 21, 0.4416,295.138, 73.27, 28.62, 50.94,  1.56, 13.89
2013, 22, 0.4607,295.373, 74.99, 30.05, 52.52,  1.23, 11.24
2013, 23, 0.4774,295.508, 78.21, 30.83, 54.52,  0.36,  7.61
2013, 24, 0.4877,295.634, 79.46, 30.36, 54.91,  0.15,  5.22
2013, 25, 0.4956,295.801, 82.21, 29.48, 55.85,  0.04,  2.79
2013, 26, 0.4915,295.662, 80.04, 31.13, 55.59,  0.07,  3.01
2013, 27, 0.4818,295.393, 74.93, 35.48, 55.21,  0.11,  4.46
2013, 28, 0.4713,295.104, 71.56, 42.08, 56.82,  0.11,  4.24
2013, 29, 0.4692,295.214, 73.70, 43.97, 58.84,  0.07,  3.37
2013, 30, 0.4684,295.497, 76.38, 44.12, 60.25,  0.04,  2.90
2013, 31, 0.4614,295.522, 75.68, 43.66, 59.67,  0.11,  4.06
2013, 32, 0.4493,295.303, 72.36, 43.66, 58.01,  0.36,  6.24
2013, 33, 0.4333,294.539, 67.55, 47.25, 57.40,  0.40,  7.36
2013, 34, 0.4103,293.313, 59.97, 52.51, 56.24,  0.33,  8.34
2013, 35, 0.3789,291.215, 49.76, 66.27, 58.02,  0.04,  5.37
2013, 36, 0.3457,289.065, 42.48, 74.75, 58.62,  0.00,  1.81
2013, 37, 0.3189,287.309, 39.48, 78.62, 59.05,  0.00,  1.16
2013, 38, 0.2997,285.630, 39.38, 83.42, 61.40,  0.00,  0.51
2013, 39, 0.2823,284.381, 40.52, 80.26, 60.39,  0.00,  1.41
2013, 40, 0.2696,283.241, 43.26, 71.38, 57.32,  0.00,  2.47
2013, 41, 0.2510,282.188, 43.56, 57.60, 50.58,  0.07,  8.63
2013, 42, 0.2394,281.828, 50.94, 36.94, 43.94,  0.44, 19.98
2013, 43, 0.2219,280.800, 55.59, 29.49, 42.54,  0.54, 23.06
2013, 44, 0.2006,279.317, 57.57, 19.75, 38.66,  1.02, 35.10
2013, 45, 0.1797,277.472, 59.01, 16.72, 37.87,  1.12, 37.64
2013, 46, 0.1538,274.394, 57.92, 22.94, 40.43,  0.25, 27.16
2013, 47, 0.1346,272.047, 60.78, 26.14, 43.46,  0.04, 15.74
2013, 48, 0.1238,270.686, 63.66, 26.49, 45.07,  0.04,  9.61
2013, 49, 0.1138,269.232, 60.81, 27.67, 44.24,  0.04, 10.55
2013, 50, 0.1117,269.310, 63.24, 20.70, 41.97,  0.04, 18.64
2013, 51, 0.1060,268.614, 62.16, 16.76, 39.46,  0.11, 30.53
2013, 52, 0.1031,268.227, 63.41, 14.58, 38.99,  0.29, 33.25
2014,  1, 0.0959,265.368, 66.59, 24.29, 45.44,  0.00, 14.61
2014,  2, 0.0856,262.644, 57.00, 38.47, 47.73,  0.00,  9.68
2014,  3, 0.0837,261.907, 55.90, 43.86, 49.88,  0.00,  7.65
2014,  4, 0.0867,262.999, 57.14, 41.49, 49.32,  0.00,  8.77
2014,  5, 0.0979,267.378, 59.66, 27.15, 43.41,  0.58, 27.41
2014,  6, 0.1118,270.451, 62.11, 21.08, 41.59,  0.18, 28.61
2014,  7, 0.1295,272.958, 66.96, 15.93, 41.44,  0.07, 25.38
2014,  8, 0.1488,275.680, 73.25, 10.57, 41.91,  0.00, 21.07
2014,  9, 0.1707,278.483, 80.45,  6.00, 43.22,  0.00, 17.19
2014, 10, 0.1985,281.299, 87.77,  3.22, 45.49,  0.00, 10.73
2014, 11, 0.2229,283.233, 90.60,  1.59, 46.10,  0.04,  8.27
2014, 12, 0.2400,284.639, 91.23,  5.18, 48.20,  0.04,  6.53
2014, 13, 0.2542,285.778, 90.63,  8.53, 49.58,  0.15,  7.07
2014, 14, 0.2723,286.856, 89.58, 10.64, 50.11,  0.22,  7.69
2014, 15, 0.2943,287.600, 88.55, 18.79, 53.67,  0.40,  6.67
2014, 16, 0.3201,288.516, 87.06, 28.97, 58.01,  0.29,  4.64
2014, 17, 0.3532,289.748, 86.52, 35.37, 60.95,  0.29,  4.10
2014, 18, 0.3791,290.657, 83.51, 41.98, 62.75,  0.22,  3.81
2014, 19, 0.4046,291.564, 81.02, 46.17, 63.60,  0.25,  3.73
2014, 20, 0.4235,292.031, 76.72, 53.09, 64.91,  0.15,  3.48
2014, 21, 0.4325,291.995, 69.54, 60.63, 65.09,  0.11,  3.08
2014, 22, 0.4524,292.597, 71.96, 57.50, 64.73,  0.00,  1.85
2014, 23, 0.4703,293.548, 75.97, 50.25, 63.11,  0.04,  1.56
2014, 24, 0.4789,293.967, 75.99, 47.72, 61.85,  0.00,  1.23
2014, 25, 0.4812,294.313, 75.22, 46.06, 60.64,  0.00,  1.49
2014, 26, 0.4803,294.543, 74.28, 44.09, 59.18,  0.00,  1.96
2014, 27, 0.4840,295.143, 76.38, 38.58, 57.48,  0.04,  2.83
2014, 28, 0.4844,295.692, 79.09, 34.55, 56.82,  0.04,  3.23
2014, 29, 0.4828,296.147, 81.13, 31.61, 56.37,  0.07,  3.63
2014, 30, 0.4812,296.526, 82.80, 31.01, 56.91,  0.07,  3.23
2014, 31, 0.4776,296.573, 83.84, 30.61, 57.23,  0.07,  3.73
2014, 32, 0.4732,296.259, 84.88, 31.61, 58.24,  0.04,  3.92
2014, 33, 0.4650,295.670, 85.07, 32.40, 58.73,  0.04,  3.48
2014, 34, 0.4557,294.946, 85.38, 29.88, 57.63,  0.04,  4.06
2014, 35, 0.4470,294.080, 86.31, 26.92, 56.62,  0.04,  3.59
2014, 36, 0.4372,293.005, 88.21, 26.11, 57.16,  0.00,  2.10
2014, 37, 0.4207,291.913, 88.89, 24.25, 56.57,  0.00,  2.21
2014, 38, 0.3976,290.699, 86.92, 21.86, 54.39,  0.00,  2.76
2014, 39, 0.3686,288.674, 83.55, 25.77, 54.66,  0.00,  3.73
2014, 40, 0.3413,286.634, 81.37, 28.39, 54.88,  0.00,  5.47
2014, 41, 0.3159,284.963, 80.73, 23.94, 52.33,  0.04,  9.03
2014, 42, 0.2874,283.090, 79.52, 23.55, 51.54,  0.00, 11.24
2014, 43, 0.2574,281.315, 76.67, 24.75, 50.71,  0.04, 12.26
2014, 44, 0.2254,279.198, 72.20, 20.03, 46.12,  0.04, 18.42
2014, 45, 0.1949,276.708, 67.90, 20.88, 44.39,  0.04, 20.52
2014, 46, 0.1659,274.028, 64.49, 24.33, 44.41,  0.00, 19.54
2014, 47, 0.1403,271.751, 62.33, 27.00, 44.67,  0.04, 19.33
2014, 48, 0.1213,269.705, 58.97, 30.92, 44.94,  0.00, 18.38
2014, 49, 0.1095,267.643, 54.85, 34.62, 44.73,  0.00, 19.40
2014, 50, 0.1059,266.507, 55.87, 32.83, 44.35,  0.00, 20.63
2014, 51, 0.1043,265.849, 57.90, 28.72, 43.31,  0.00, 26.79
2014, 52, 0.1009,264.638, 58.31, 29.62, 43.96,  0.00, 26.94
2015,  1, 0.1009,263.886, 65.09, 30.70, 47.90,  0.00, 20.34
2015,  2, 0.1018,263.999, 65.79, 31.84, 48.82,  0.00, 18.09
2015,  3, 0.1024,264.993, 66.53, 29.06, 47.79,  0.00, 21.43
2015,  4, 0.1026,265.944, 65.29, 27.38, 46.34,  0.00, 23.57
2015,  5, 0.1034,267.060, 61.05, 27.92, 44.49,  0.04, 27.45
2015,  6, 0.1071,268.485, 57.43, 29.11, 43.27,  0.04, 27.59
2015,  7, 0.1153,270.473, 57.35, 26.50, 41.93,  0.04, 32.96
2015,  8, 0.1281,273.076, 61.00, 21.78, 41.39,  0.04, 34.92
2015,  9, 0.1446,275.992, 66.71, 16.01, 41.36,  0.04, 33.54
2015, 10, 0.1599,278.248, 70.26, 14.63, 42.44,  0.04, 28.61
2015, 11, 0.1801,280.956, 73.29,  9.08, 41.18,  0.04, 32.45
2015, 12, 0.1948,282.974, 73.13, 12.39, 42.76,  0.07, 26.79
2015, 13, 0.2068,284.642, 70.34, 14.23, 42.29,  0.07, 28.50
2015, 14, 0.2195,285.893, 65.49, 16.49, 40.99,  0.15, 32.74
2015, 15, 0.2386,287.704, 62.68, 17.72, 40.20,  0.25, 35.35
2015, 16, 0.2703,289.942, 64.50, 16.15, 40.32,  0.58, 34.34
2015, 17, 0.3080,291.738, 67.38, 15.82, 41.60,  1.02, 29.80
2015, 18, 0.3443,293.041, 68.42, 17.31, 42.87,  1.27, 26.14
2015, 19, 0.3759,294.207, 67.75, 18.60, 43.18,  2.07, 25.24
2015, 20, 0.4047,295.310, 67.28, 19.13, 43.21,  3.05, 25.45
2015, 21, 0.4267,296.307, 66.30, 17.54, 41.92,  4.17, 28.61
2015, 22, 0.4423,296.951, 66.10, 15.79, 40.94,  4.06, 30.49
2015, 23, 0.4563,297.584, 67.52, 12.96, 40.24,  4.13, 31.98
2015, 24, 0.4651,297.928, 67.24, 10.84, 39.04,  4.28, 34.77
2015, 25, 0.4691,298.126, 66.97,  9.75, 38.36,  4.75, 37.85
2015, 26, 0.4656,298.142, 64.25,  9.57, 36.91,  6.49, 42.49
2015, 27, 0.4623,298.309, 62.36,  8.37, 35.36,  8.74, 46.30
2015, 28, 0.4603,298.732, 63.91,  6.14, 35.03,  9.54, 47.46
2015, 29, 0.4590,298.963, 67.17,  5.68, 36.43,  8.77, 43.22
2015, 30, 0.4565,299.273, 69.44,  5.90, 37.67,  7.76, 39.78
2015, 31, 0.4511,299.561, 69.54,  5.15, 37.35,  8.05, 40.68
2015, 32, 0.4387,299.494, 65.90,  4.66, 35.28, 10.55, 46.56
2015, 33, 0.4256,299.128, 62.59,  3.82, 33.21, 13.09, 51.09
2015, 34, 0.4054,298.003, 56.76,  4.21, 30.48, 17.19, 59.32
2015, 35, 0.3861,296.361, 53.25,  6.34, 29.80, 18.85, 61.35
2015, 36, 0.3717,294.490, 55.09, 11.43, 33.26, 13.05, 53.84
2015, 37, 0.3605,292.410, 59.41, 19.44, 39.43,  7.22, 39.38
2015, 38, 0.3511,290.034, 63.87, 30.96, 47.42,  3.01, 25.53
2015, 39, 0.3405,288.039, 68.40, 34.70, 51.55,  2.10, 20.16
2015, 40, 0.3239,286.400, 70.37, 31.56, 50.97,  2.32, 21.43
2015, 41, 0.2987,284.138, 69.47, 33.77, 51.62,  2.10, 20.30
2015, 42, 0.2665,281.960, 66.64, 35.51, 51.07,  1.05, 19.40
2015, 43, 0.2341,279.913, 62.53, 37.87, 50.20,  0.40, 17.73
2015, 44, 0.1980,277.843, 55.56, 31.77, 43.66,  0.98, 26.76
2015, 45, 0.1542,275.052, 41.69, 32.85, 37.27,  1.63, 43.94
2015, 46, 0.1277,272.523, 38.00, 33.45, 35.72,  1.56, 50.36
2015, 47, 0.1132,271.151, 42.12, 30.38, 36.25,  1.09, 47.21
2015, 48, 0.1093,270.979, 50.27, 24.72, 37.49,  0.36, 41.12
2015, 49, 0.1099,271.110, 55.81, 18.98, 37.40,  0.33, 39.45
2015, 50, 0.1133,271.422, 62.87, 12.22, 37.54,  0.62, 38.07
2015, 51, 0.1161,271.913, 68.83,  6.38, 37.60,  0.76, 37.67
2015, 52, 0.1229,271.434, 78.12,  5.69, 41.90,  0.11, 21.79
2016,  1, 0.1025,264.121, 71.18, 29.49, 50.34,  0.00,  6.82
2016,  2, 0.0989,263.057, 68.70, 36.03, 52.36,  0.00,  3.92
2016,  3, 0.1014,263.686, 71.18, 34.57, 52.87,  0.00,  3.41
2016,  4, 0.1080,265.499, 74.34, 28.76, 51.55,  0.00,  3.99
2016,  5, 0.1138,268.237, 72.47, 22.27, 47.37,  0.07,  9.10
2016,  6, 0.1217,270.727, 69.69, 19.45, 44.57,  0.07, 12.47
2016,  7, 0.1350,273.068, 71.28, 15.38, 43.33,  0.07, 14.29
2016,  8, 0.1445,274.815, 71.74, 14.37, 43.06,  0.07, 16.35
2016,  9, 0.1522,276.266, 72.07, 15.12, 43.60,  0.00, 16.90
2016, 10, 0.1584,277.439, 70.58, 18.46, 44.52,  0.00, 14.10
2016, 11, 0.1729,279.086, 70.56, 17.59, 44.08,  0.04, 16.53
2016, 12, 0.1897,280.767, 71.11, 23.26, 47.18,  0.00, 10.88
2016, 13, 0.2028,282.373, 68.52, 27.10, 47.81,  0.11, 12.33
2016, 14, 0.2078,283.488, 59.40, 33.82, 46.61,  0.29, 17.91
