Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
2006,  8, 0.0571,260.707, 30.00, 65.96, 47.98,  0.00,  5.11
2006,  9, 0.0546,261.297, 25.51, 70.09, 47.80,  0.00,  5.87
2006, 10, 0.0575,262.565, 23.90, 70.73, 47.31,  0.00,  6.70
2006, 11, 0.0641,265.006, 22.84, 68.40, 45.62,  0.00, 11.74
2006, 12, 0.0741,267.790, 22.81, 66.50, 44.65,  0.00, 14.06
2006, 13, 0.0942,271.508, 27.71, 59.52, 43.61,  0.00, 17.33
2006, 14, 0.1229,275.849, 37.19, 47.66, 42.43,  0.04, 19.57
2006, 15, 0.1515,279.708, 45.98, 36.64, 41.31,  0.00, 20.95
2006, 16, 0.1806,282.993, 42.86, 43.26, 43.06,  0.07, 18.27
2006, 17, 0.2097,285.365, 44.44, 42.54, 43.49,  0.07, 15.69
2006, 18, 0.2386,287.033, 44.32, 44.93, 44.62,  0.07, 13.81
2006, 19, 0.2648,288.139, 42.83, 49.72, 46.28,  0.07, 11.82
2006, 20, 0.2885,288.660, 33.77, 56.62, 45.19,  0.14, 12.72
2006, 21, 0.3122,289.033, 37.24, 57.44, 47.34,  0.04,  8.99
2006, 22, 0.3359,289.282, 43.05, 57.13, 50.09,  0.00,  5.58
2006, 23, 0.3634,290.036, 52.53, 53.64, 53.08,  0.00,  3.44
2006, 24, 0.3929,291.235, 64.16, 46.69, 55.42,  0.00,  1.74
2006, 25, 0.4184,292.184, 74.45, 41.51, 57.98,  0.00,  0.98
2006, 26, 0.4450,293.324, 84.45, 33.11, 58.78,  0.00,  0.62
2006, 27, 0.4609,294.306, 90.55, 25.65, 58.10,  0.00,  0.47
2006, 28, 0.4583,294.190, 91.17, 28.53, 59.85,  0.00,  0.33
2006, 29, 0.4510,293.887, 90.01, 33.22, 61.62,  0.00,  0.25
2006, 30, 0.4442,293.916, 90.18, 34.70, 62.44,  0.00,  0.14
2006, 31, 0.4343,293.806, 88.30, 36.99, 62.65,  0.00,  0.22
2006, 32, 0.4157,293.376, 83.89, 40.64, 62.26,  0.00,  0.47
2006, 33, 0.3916,292.543, 76.80, 45.13, 60.97,  0.00,  1.38
2006, 34, 0.3742,291.774, 71.67, 43.76, 57.72,  0.00,  2.97
2006, 35, 0.3683,291.213, 72.92, 35.86, 54.39,  0.07,  4.68
2006, 36, 0.3616,290.675, 76.38, 26.28, 51.33,  0.04,  6.45
2006, 37, 0.3503,289.944, 78.50, 18.54, 48.52,  0.07,  8.63
2006, 38, 0.3367,288.762, 80.43, 16.31, 48.37,  0.04,  8.19
2006, 39, 0.3249,287.775, 84.39, 11.91, 48.15,  0.04,  7.21
2006, 40, 0.3062,286.127, 86.05, 11.95, 49.00,  0.00,  5.15
2006, 41, 0.2747,283.800, 82.81, 14.36, 48.59,  0.04,  6.16
2006, 42, 0.2463,281.650, 80.21, 14.39, 47.30,  0.07,  9.42
2006, 43, 0.2188,279.311, 77.28, 15.10, 46.19,  0.14, 11.89
2006, 44, 0.1841,276.543, 70.74, 17.62, 44.18,  0.40, 17.72
2006, 45, 0.1465,274.060, 62.42, 18.26, 40.34,  0.87, 30.01
2006, 46, 0.1178,272.270, 58.27, 16.18, 37.23,  1.92, 41.86
2006, 47, 0.1014,271.514, 60.51, 11.25, 35.88,  3.01, 46.47
2006, 48, 0.0987,271.440, 70.06,  6.50, 38.28,  2.43, 37.99
2006, 49, 0.0970,270.948, 75.15,  4.07, 39.61,  2.68, 32.40
2006, 50, 0.0960,269.785, 77.56,  3.52, 40.54,  2.79, 29.21
2006, 51, 0.0931,268.272, 78.02,  4.32, 41.17,  2.46, 27.44
2006, 52, 0.0892,267.661, 78.06,  4.39, 41.23,  1.88, 27.40
2007,  1, 0.0855,266.842, 78.73,  5.11, 41.92,  1.27, 25.48
2007,  2, 0.0813,265.796, 74.43,  9.47, 41.95,  0.73, 26.86
2007,  3, 0.0765,264.887, 69.07, 15.21, 42.14,  0.44, 27.47
2007,  4, 0.0728,263.885, 62.91, 24.38, 43.64,  0.07, 22.33
2007,  5, 0.0653,262.555, 50.85, 37.66, 44.25,  0.07, 20.26
2007,  6, 0.0616,262.013, 42.26, 47.66, 44.96,  0.00, 16.85
2007,  7, 0.0649,262.647, 40.21, 51.48, 45.85,  0.00, 12.58
2007,  8, 0.0725,264.774, 41.42, 48.97, 45.19,  0.00, 11.82
2007,  9, 0.0878,267.986, 47.15, 43.03, 45.09,  0.00, 11.31
2007, 10, 0.1109,271.631, 56.56, 34.66, 45.61,  0.00,  8.12
2007, 11, 0.1379,275.232, 65.09, 27.17, 46.13,  0.00,  6.67
2007, 12, 0.1639,278.262, 71.61, 24.41, 48.01,  0.00,  4.13
2007, 13, 0.1906,281.347, 78.22, 18.60, 48.41,  0.00,  4.02
2007, 14, 0.2167,283.696, 83.35, 14.01, 48.68,  0.00,  3.37
2007, 15, 0.2423,285.328, 86.57, 12.63, 49.60,  0.00,  2.17
2007, 16, 0.2683,286.778, 84.92, 19.68, 52.30,  0.00,  1.38
2007, 17, 0.2987,288.419, 84.68, 22.37, 53.53,  0.00,  1.16
2007, 18, 0.3264,289.932, 83.12, 24.84, 53.98,  0.00,  1.45
2007, 19, 0.3533,291.687, 81.92, 24.65, 53.28,  0.00,  2.36
2007, 20, 0.3784,293.156, 65.43, 27.15, 46.29,  0.04,  9.46
2007, 21, 0.4009,294.463, 69.85, 21.30, 45.58,  0.04, 11.31
2007, 22, 0.4183,295.521, 74.17, 15.70, 44.94,  0.25, 12.51
2007, 23, 0.4268,295.863, 76.61, 14.51, 45.56,  0.22, 12.43
2007, 24, 0.4273,295.433, 76.61, 16.95, 46.78,  0.36, 12.22
2007, 25, 0.4241,294.769, 75.37, 21.61, 48.49,  0.51, 12.14
2007, 26, 0.4251,294.707, 75.74, 22.16, 48.95,  0.83, 12.79
2007, 27, 0.4277,294.987, 78.06, 20.85, 49.46,  0.76, 11.93
2007, 28, 0.4263,294.787, 79.64, 24.12, 51.88,  0.65,  9.71
2007, 29, 0.4242,294.513, 80.88, 28.02, 54.45,  0.58,  7.57
2007, 30, 0.4219,294.371, 82.50, 30.79, 56.64,  0.29,  4.93
2007, 31, 0.4209,294.308, 83.94, 32.33, 58.14,  0.14,  3.73
2007, 32, 0.4165,293.861, 84.57, 36.08, 60.33,  0.07,  2.61
2007, 33, 0.4013,293.120, 81.64, 39.84, 60.74,  0.11,  2.32
2007, 34, 0.3878,292.150, 78.22, 40.38, 59.31,  0.14,  2.90
2007, 35, 0.3786,290.897, 77.54, 39.10, 58.32,  0.18,  3.73
2007, 36, 0.3664,289.680, 78.42, 35.88, 57.15,  0.29,  4.10
2007, 37, 0.3491,288.399, 78.03, 32.79, 55.41,  0.22,  5.33
2007, 38, 0.3298,288.815, 77.58, 17.43, 47.51,  0.40, 13.41
2007, 39, 0.3065,291.150, 77.06,  3.46, 40.26,  1.09, 27.36
2007, 40, 0.2819,288.212, 76.48,  9.02, 42.75,  0.58, 21.64
2007, 41, 0.2481,282.472, 70.98, 27.16, 49.07,  0.58, 18.70
2007, 42, 0.2121,283.021, 63.55, 14.46, 39.01,  1.99, 39.76
2007, 43, 0.1770,278.685, 55.31, 25.32, 40.32,  2.94, 40.12
2007, 44, 0.1500,278.253, 50.88, 14.11, 32.50,  5.58, 61.40
2007, 45, 0.1251,274.476, 48.24, 19.22, 33.73,  4.10, 59.84
2007, 46, 0.1008,269.086, 45.28, 32.07, 38.68,  2.25, 43.97
2007, 47, 0.0801,268.495, 42.03, 24.07, 33.05,  8.95, 59.88
2007, 48, 0.0666,263.174, 40.22, 40.57, 40.40,  2.65, 38.17
2007, 49, 0.0567,255.622, 34.88, 68.07, 51.48,  2.36, 19.93
2007, 50, 0.0525,256.447, 32.40, 62.47, 47.44,  3.34, 23.02
2007, 51, 0.0507,256.470, 32.84, 58.82, 45.83,  1.67, 25.15
2007, 52, 0.0492,258.628, 34.52, 43.81, 39.17,  2.65, 39.36
2008,  1, 0.0536,260.550, 43.73, 29.77, 36.75,  1.01, 45.78
2008,  2, 0.0627,258.513, 54.76, 41.44, 48.10,  0.40, 19.68
2008,  3, 0.0753,260.584, 68.28, 34.14, 51.21,  0.18, 12.22
2008,  4, 0.0846,262.554, 73.85, 30.57, 52.21,  0.11,  9.93
2008,  5, 0.0978,265.616, 78.27, 23.38, 50.82,  0.14, 10.15
2008,  6, 0.1157,266.327, 83.00, 27.93, 55.47,  0.00,  2.68
2008,  7, 0.1299,271.659, 84.14, 12.44, 48.29,  0.00,  6.38
2008,  8, 0.1378,272.852, 82.36, 14.58, 48.47,  0.00,  5.69
2008,  9, 0.1394,273.711, 77.88, 18.62, 48.25,  0.00,  6.02
2008, 10, 0.1416,274.640, 73.98, 22.14, 48.06,  0.00,  6.56
2008, 11, 0.1501,276.226, 71.37, 23.23, 47.30,  0.00,  6.99
2008, 12, 0.1515,276.940, 65.00, 30.27, 47.64,  0.00,  6.52
2008, 13, 0.1630,278.050, 64.41, 32.79, 48.60,  0.00,  6.67
2008, 14, 0.1807,279.556, 66.83, 31.71, 49.27,  0.00,  6.34
2008, 15, 0.2117,281.681, 73.97, 27.82, 50.89,  0.00,  3.62
2008, 16, 0.2551,283.788, 78.18, 37.75, 57.97,  0.00,  0.80
2008, 17, 0.2952,285.554, 81.65, 40.71, 61.18,  0.00,  0.11
2008, 18, 0.3311,286.956, 82.71, 45.10, 63.90,  0.00,  0.18
2008, 19, 0.3647,288.351, 83.74, 48.13, 65.94,  0.00,  0.14
2008, 20, 0.3883,289.334, 68.79, 52.60, 60.69,  0.00,  0.73
2008, 21, 0.4146,290.571, 74.59, 47.75, 61.17,  0.00,  0.65
2008, 22, 0.4332,291.289, 79.33, 44.12, 61.73,  0.04,  0.51
2008, 23, 0.4467,292.268, 83.55, 38.51, 61.03,  0.00,  0.76
2008, 24, 0.4587,293.564, 87.37, 29.59, 58.48,  0.00,  0.94
2008, 25, 0.4600,293.986, 87.91, 27.10, 57.51,  0.00,  1.09
2008, 26, 0.4572,294.501, 87.18, 23.39, 55.28,  0.04,  2.07
2008, 27, 0.4456,294.769, 84.64, 22.18, 53.41,  0.07,  4.57
2008, 28, 0.4336,294.860, 82.15, 23.18, 52.66,  0.18,  6.63
2008, 29, 0.4274,295.414, 81.36, 20.30, 50.83,  0.36,  9.93
2008, 30, 0.4174,295.704, 79.78, 19.50, 49.64,  0.69, 12.98
2008, 31, 0.3997,294.894, 74.48, 27.24, 50.86,  1.01, 14.39
2008, 32, 0.3884,294.846, 71.60, 27.42, 49.51,  2.28, 17.80
2008, 33, 0.3710,295.073, 66.54, 22.52, 44.53,  4.39, 28.31
2008, 34, 0.3484,294.302, 58.73, 20.96, 39.84,  7.47, 38.02
2008, 35, 0.3203,292.859, 50.43, 21.29, 35.86,  9.71, 47.15
2008, 36, 0.2851,290.449, 42.65, 28.92, 35.79,  7.72, 46.87
2008, 37, 0.2542,287.983, 37.14, 36.38, 36.76,  6.27, 44.51
2008, 38, 0.2313,285.962, 34.88, 41.28, 38.08,  3.52, 42.12
2008, 39, 0.2215,284.759, 38.93, 37.61, 38.27,  2.72, 41.54
2008, 40, 0.2204,284.013, 47.31, 28.55, 37.93,  2.03, 40.09
2008, 41, 0.2197,283.151, 56.58, 19.24, 37.91,  1.74, 38.24
2008, 42, 0.2187,282.467, 66.84,  9.60, 38.22,  1.30, 35.01
2008, 43, 0.2133,281.278, 74.78,  5.30, 40.04,  0.47, 25.92
2008, 44, 0.1965,278.430, 77.74,  6.77, 42.25,  0.36, 18.63
2008, 45, 0.1792,275.749, 82.23,  8.41, 45.32,  0.36, 12.11
2008, 46, 0.1561,273.248, 84.08, 10.67, 47.38,  0.18,  9.97
2008, 47, 0.1290,269.803, 82.60, 17.26, 49.93,  0.07,  7.18
2008, 48, 0.1071,266.506, 79.10, 23.71, 51.40,  0.04,  8.41
2008, 49, 0.0885,263.190, 70.78, 32.10, 51.44,  0.07, 11.49
2008, 50, 0.0754,260.854, 60.94, 38.56, 49.75,  0.22, 15.66
2008, 51, 0.0696,259.733, 56.65, 40.48, 48.56,  0.11, 15.77
2008, 52, 0.0669,259.124, 56.38, 40.53, 48.46,  0.07, 13.01
2009,  1, 0.0618,258.550, 53.44, 40.55, 46.99,  0.04, 14.79
2009,  2, 0.0584,258.568, 48.40, 40.95, 44.67,  0.04, 18.63
2009,  3, 0.0587,259.416, 49.12, 39.28, 44.20,  0.04, 18.16
2009,  4, 0.0590,260.252, 48.29, 41.22, 44.76,  0.04, 14.79
2009,  5, 0.0615,261.110, 47.33, 44.96, 46.14,  0.00, 10.22
2009,  6, 0.0673,262.231, 47.44, 47.21, 47.32,  0.00,  6.41
2009,  7, 0.0761,263.583, 49.02, 47.77, 48.39,  0.00,  3.70
2009,  8, 0.0743,265.390, 43.46, 46.78, 45.12,  0.00,  7.94
2009,  9, 0.0819,266.858, 44.31, 48.34, 46.33,  0.00,  5.80
2009, 10, 0.0944,268.793, 47.28, 47.26, 47.27,  0.00,  4.57
2009, 11, 0.1127,271.735, 51.22, 42.64, 46.93,  0.00,  4.93
2009, 12, 0.1367,275.148, 57.19, 38.00, 47.59,  0.00,  4.10
2009, 13, 0.1694,279.216, 67.18, 28.18, 47.68,  0.00,  5.15
2009, 14, 0.2094,283.369, 79.39, 15.85, 47.62,  0.00,  4.82
2009, 15, 0.2442,286.506, 86.72,  8.89, 47.80,  0.00,  3.55
2009, 16, 0.2744,288.582, 88.11, 11.11, 49.61,  0.00,  3.15
2009, 17, 0.2973,289.941, 84.78, 14.36, 49.57,  0.04,  4.06
2009, 18, 0.3251,291.351, 82.71, 16.61, 49.66,  0.07,  5.18
2009, 19, 0.3493,292.413, 79.90, 20.55, 50.22,  0.22,  6.34
2009, 20, 0.3677,292.762, 74.24, 30.28, 52.26,  0.07,  5.58
2009, 21, 0.3843,292.734, 72.66, 33.26, 52.96,  0.11,  5.33
2009, 22, 0.4069,293.126, 77.01, 31.72, 54.37,  0.07,  4.02
2009, 23, 0.4276,293.933, 82.64, 27.15, 54.89,  0.07,  2.97
2009, 24, 0.4421,294.611, 85.73, 22.48, 54.10,  0.07,  2.68
2009, 25, 0.4520,294.930, 87.62, 20.33, 53.97,  0.04,  2.32
2009, 26, 0.4565,295.000, 88.46, 19.66, 54.06,  0.00,  2.39
2009, 27, 0.4631,295.363, 90.77, 17.38, 54.07,  0.04,  2.72
2009, 28, 0.4515,294.782, 88.71, 23.41, 56.06,  0.07,  3.01
2009, 29, 0.4392,294.530, 86.21, 27.31, 56.76,  0.29,  3.44
2009, 30, 0.4321,294.766, 86.01, 26.86, 56.43,  0.25,  3.84
2009, 31, 0.4236,294.850, 84.64, 27.33, 55.98,  0.25,  5.18
2009, 32, 0.4125,294.705, 82.86, 28.43, 55.65,  0.29,  5.65
2009, 33, 0.3945,294.260, 78.66, 29.39, 54.03,  0.40,  9.02
2009, 34, 0.3720,293.859, 72.22, 24.53, 48.37,  1.30, 17.51
2009, 35, 0.3485,293.542, 66.36, 15.45, 40.91,  2.79, 32.44
2009, 36, 0.3232,292.617, 61.75, 11.71, 36.73,  4.42, 43.75
2009, 37, 0.2993,291.120, 58.17, 11.52, 34.85,  4.89, 50.60
2009, 38, 0.2777,289.146, 56.30, 14.89, 35.60,  4.31, 49.04
2009, 39, 0.2544,287.056, 55.21, 18.78, 36.99,  3.55, 45.05
2009, 40, 0.2320,285.188, 54.10, 19.61, 36.86,  3.48, 44.36
2009, 41, 0.2024,282.571, 48.41, 24.15, 36.28,  4.06, 47.05
2009, 42, 0.1723,279.265, 42.87, 31.59, 37.23,  2.79, 44.76
2009, 43, 0.1455,276.014, 38.53, 37.20, 37.86,  2.46, 44.11
2009, 44, 0.1223,272.989, 34.87, 39.72, 37.30,  3.52, 47.48
2009, 45, 0.1026,270.371, 33.29, 39.06, 36.17,  4.24, 50.82
2009, 46, 0.0906,268.133, 38.02, 36.99, 37.50,  3.15, 46.28
2009, 47, 0.0801,265.296, 44.08, 39.90, 41.99,  1.23, 31.86
2009, 48, 0.0740,262.536, 51.92, 44.06, 47.99,  0.18, 16.45
2009, 49, 0.0699,259.589, 55.13, 51.59, 53.36,  0.04,  9.24
2009, 50, 0.0665,256.882, 55.13, 60.62, 57.87,  0.00,  5.44
2009, 51, 0.0609,254.171, 53.20, 70.49, 61.84,  0.00,  3.12
2009, 52, 0.0567,252.583, 48.67, 74.19, 61.43,  0.00,  2.57
2010,  1, 0.0544,252.362, 50.05, 71.42, 60.73,  0.00,  2.28
2010,  2, 0.0536,252.369, 45.46, 69.99, 57.72,  0.00,  2.86
2010,  3, 0.0507,251.946, 41.49, 73.19, 57.34,  0.00,  2.50
2010,  4, 0.0483,252.001, 37.48, 77.29, 57.39,  0.00,  1.78
2010,  5, 0.0474,253.136, 33.70, 79.04, 56.37,  0.00,  1.30
2010,  6, 0.0475,255.159, 30.04, 76.78, 53.41,  0.00,  2.10
2010,  7, 0.0467,257.192, 26.11, 74.21, 50.16,  0.00,  3.59
2010,  8, 0.0483,259.408, 24.68, 71.19, 47.94,  0.00,  6.12
2010,  9, 0.0561,262.452, 27.42, 66.39, 46.91,  0.00,  6.92
2010, 10, 0.0709,266.030, 32.60, 58.56, 45.58,  0.00,  8.88
2010, 11, 0.0882,269.952, 36.93, 49.89, 43.41,  0.00, 13.34
2010, 12, 0.1088,274.232, 41.72, 41.52, 41.62,  0.00, 19.68
2010, 13, 0.1318,278.291, 46.80, 31.83, 39.31,  0.00, 30.74
2010, 14, 0.1598,282.044, 53.98, 21.06, 37.52,  0.07, 40.85
2010, 15, 0.1897,284.917, 61.03, 14.24, 37.64,  0.25, 40.99
2010, 16, 0.2237,287.037, 66.34, 17.94, 42.14,  0.04, 22.47
2010, 17, 0.2565,288.720, 67.86, 20.12, 43.99,  0.07, 16.35
2010, 18, 0.2808,289.835, 64.45, 25.26, 44.86,  0.07, 15.26
2010, 19, 0.3101,290.823, 63.76, 30.58, 47.17,  0.07, 10.48
2010, 20, 0.3426,291.537, 63.76, 37.83, 50.79,  0.11,  6.02
2010, 21, 0.3731,292.086, 67.79, 37.24, 52.51,  0.14,  4.64
2010, 22, 0.4034,292.812, 75.43, 33.48, 54.46,  0.11,  3.48
2010, 23, 0.4270,293.446, 82.18, 30.33, 56.26,  0.07,  2.14
2010, 24, 0.4424,294.108, 85.53, 25.89, 55.71,  0.04,  1.81
2010, 25, 0.4517,294.640, 87.03, 22.64, 54.84,  0.00,  1.85
2010, 26, 0.4540,295.141, 87.25, 19.34, 53.29,  0.00,  2.68
2010, 27, 0.4589,295.853, 89.45, 14.91, 52.18,  0.04,  2.68
2010, 28, 0.4537,296.051, 89.50, 14.43, 51.97,  0.07,  3.41
2010, 29, 0.4425,296.335, 87.95, 13.17, 50.56,  0.07,  5.04
2010, 30, 0.4324,297.004, 87.59, 10.09, 48.84,  0.04,  5.84
2010, 31, 0.4125,296.645, 82.13, 13.71, 47.92,  0.14,  9.68
2010, 32, 0.3953,295.846, 77.41, 19.67, 48.54,  0.40, 11.82
2010, 33, 0.3793,294.678, 73.04, 26.17, 49.61,  0.87, 13.23
2010, 34, 0.3578,292.661, 66.14, 35.37, 50.76,  1.16, 13.48
2010, 35, 0.3463,290.838, 65.66, 39.13, 52.40,  1.01, 10.87
2010, 36, 0.3348,288.933, 66.94, 42.31, 54.62,  0.87,  8.48
2010, 37, 0.3297,287.646, 71.05, 39.64, 55.35,  0.58,  7.83
2010, 38, 0.3205,286.152, 74.33, 40.89, 57.61,  0.40,  6.56
2010, 39, 0.3121,284.964, 79.53, 37.15, 58.34,  0.36,  5.04
2010, 40, 0.2965,283.275, 81.66, 35.28, 58.47,  0.22,  3.99
2010, 41, 0.2718,281.056, 80.71, 36.33, 58.52,  0.04,  2.90
2010, 42, 0.2410,279.367, 77.83, 30.70, 54.27,  0.11,  5.51
2010, 43, 0.2157,278.406, 76.60, 20.43, 48.51,  0.14,  9.90
2010, 44, 0.1888,276.724, 74.20, 16.90, 45.55,  0.22, 15.51
2010, 45, 0.1624,273.801, 73.28, 19.75, 46.51,  0.07, 14.72
2010, 46, 0.1351,269.831, 72.91, 27.98, 50.45,  0.11, 10.26
2010, 47, 0.1110,265.397, 72.93, 39.13, 56.03,  0.00,  5.26
2010, 48, 0.0913,261.675, 70.67, 48.03, 59.35,  0.04,  4.31
2010, 49, 0.0804,259.014, 68.26, 53.84, 61.05,  0.00,  4.39
2010, 50, 0.0748,257.388, 66.19, 56.76, 61.47,  0.00,  4.49
2010, 51, 0.0686,256.572, 64.54, 57.09, 60.82,  0.00,  5.98
2010, 52, 0.0672,256.668, 63.86, 53.57, 58.71,  0.00,  5.91
2011,  1, 0.0625,256.673, 62.49, 50.27, 56.38,  0.00,  3.95
2011,  2, 0.0600,257.443, 54.36, 46.36, 50.36,  0.00,  8.44
2011,  3, 0.0613,259.102, 54.33, 40.51, 47.42,  0.00, 11.67
2011,  4, 0.0662,260.978, 56.87, 37.31, 47.09,  0.00,  9.68
2011,  5, 0.0707,262.632, 56.03, 37.12, 46.58,  0.00,  9.28
2011,  6, 0.0730,263.642, 51.56, 40.22, 45.89,  0.00,  9.24
2011,  7, 0.0787,265.194, 49.94, 40.05, 44.99,  0.00, 12.65
2011,  8, 0.0842,266.760, 48.66, 40.05, 44.36,  0.00, 15.48
2011,  9, 0.0955,268.915, 51.41, 38.46, 44.93,  0.00, 13.12
2011, 10, 0.1111,271.730, 55.70, 33.66, 44.68,  0.00, 13.85
2011, 11, 0.1282,274.313, 58.56, 30.74, 44.65,  0.00, 14.86
2011, 12, 0.1524,277.121, 64.19, 28.92, 46.55,  0.00, 10.73
2011, 13, 0.1764,279.849, 69.28, 24.71, 46.99,  0.04, 10.62
2011, 14, 0.1969,282.134, 72.30, 20.44, 46.37,  0.04, 12.43
2011, 15, 0.2217,284.735, 76.23, 14.92, 45.58,  0.04, 13.63
2011, 16, 0.2489,287.208, 77.50, 16.74, 47.12,  0.18, 10.44
2011, 17, 0.2803,289.494, 77.94, 15.55, 46.75,  0.22, 11.05
2011, 18, 0.3140,291.437, 78.46, 14.97, 46.71,  0.25, 11.42
2011, 19, 0.3487,292.706, 79.60, 17.84, 48.72,  0.29,  8.95
2011, 20, 0.3799,293.610, 78.88, 24.33, 51.61,  0.36,  6.42
2011, 21, 0.4076,294.726, 81.22, 19.61, 50.42,  0.29,  7.39
2011, 22, 0.4252,295.540, 83.20, 15.62, 49.41,  0.25,  7.65
2011, 23, 0.4238,295.281, 80.90, 18.21, 49.55,  0.11,  8.19
2011, 24, 0.4056,293.762, 71.93, 28.35, 50.14,  0.07,  8.88
2011, 25, 0.3905,292.543, 64.34, 38.05, 51.19,  0.04,  8.92
2011, 26, 0.3847,292.248, 61.47, 40.79, 51.13,  0.18,  9.39
2011, 27, 0.3781,291.844, 59.72, 45.10, 52.41,  0.22,  7.94
2011, 28, 0.3797,291.831, 61.90, 47.97, 54.93,  0.14,  5.87
2011, 29, 0.3868,292.157, 66.84, 47.97, 57.40,  0.11,  4.28
2011, 30, 0.3949,292.452, 71.72, 47.74, 59.73,  0.00,  2.21
2011, 31, 0.4038,292.744, 77.29, 46.56, 61.92,  0.00,  1.30
2011, 32, 0.4097,292.720, 82.05, 46.68, 64.37,  0.00,  0.80
2011, 33, 0.4143,292.890, 86.40, 42.14, 64.27,  0.00,  0.94
2011, 34, 0.4177,293.467, 89.77, 27.83, 58.80,  0.00,  2.03
2011, 35, 0.4123,293.602, 90.94, 14.00, 52.47,  0.04,  3.88
2011, 36, 0.3982,293.086, 90.52,  7.44, 48.98,  0.00,  5.84
2011, 37, 0.3770,291.911, 88.39,  5.56, 46.98,  0.00,  8.88
2011, 38, 0.3535,290.493, 86.58,  5.65, 46.11,  0.00, 11.82
2011, 39, 0.3268,288.612, 85.49,  7.38, 46.44,  0.04, 12.47
2011, 40, 0.2922,286.066, 81.59, 12.49, 47.04,  0.04, 13.56
2011, 41, 0.2655,283.875, 79.23, 13.25, 46.24,  0.22, 16.27
2011, 42, 0.2433,281.835, 79.11, 11.69, 45.40,  0.25, 18.19
2011, 43, 0.2202,279.835, 78.55,  9.88, 44.21,  0.18, 20.55
2011, 44, 0.1990,278.017, 78.98,  7.34, 43.16,  0.25, 21.31
2011, 45, 0.1744,275.699, 79.64,  8.08, 43.86,  0.22, 19.46
2011, 46, 0.1462,273.292, 79.74,  9.45, 44.60,  0.18, 17.11
2011, 47, 0.1235,270.682, 81.34, 12.42, 46.88,  0.18, 11.71
2011, 48, 0.1070,268.659, 82.51, 13.60, 48.06,  0.14,  9.71
2011, 49, 0.0975,266.947, 82.23, 14.92, 48.57,  0.14, 10.51
2011, 50, 0.0922,265.774, 81.24, 16.07, 48.65,  0.11, 11.82
2011, 51, 0.0856,264.385, 80.46, 18.77, 49.62,  0.04, 11.82
2011, 52, 0.0815,263.066, 77.37, 21.52, 49.45,  0.04, 12.11
2012,  1, 0.1156,267.867, 80.37, 13.43, 46.90,  0.00, 13.88
2012,  2, 0.1045,265.551, 72.41, 24.81, 48.61,  0.00, 11.56
2012,  3, 0.0963,262.872, 66.07, 39.28, 52.68,  0.00,  5.04
2012,  4, 0.0889,261.277, 58.45, 49.78, 54.11,  0.00,  3.23
2012,  5, 0.0867,260.875, 51.36, 56.48, 53.92,  0.00,  1.34
2012,  6, 0.0847,261.050, 43.66, 61.79, 52.73,  0.00,  0.51
2012,  7, 0.0811,261.892, 36.78, 64.01, 50.39,  0.00,  0.83
2012,  8, 0.0858,263.984, 36.91, 61.61, 49.26,  0.00,  2.10
2012,  9, 0.0937,266.712, 39.17, 56.55, 47.86,  0.00,  4.35
2012, 10, 0.1060,270.060, 41.80, 50.41, 46.11,  0.00,  8.08
2012, 11, 0.1314,274.245, 48.60, 39.85, 44.22,  0.00, 13.74
2012, 12, 0.1571,277.730, 54.06, 37.71, 45.88,  0.00,  9.53
2012, 13, 0.1847,280.916, 58.80, 34.61, 46.71,  0.00, 10.22
2012, 14, 0.2131,283.897, 62.08, 30.07, 46.08,  0.00, 16.49
2012, 15, 0.2454,286.624, 66.46, 26.41, 46.44,  0.00, 16.96
2012, 16, 0.2829,289.166, 71.01, 22.61, 46.81,  0.00, 13.88
2012, 17, 0.3231,291.619, 74.71, 17.22, 45.97,  0.11, 14.57
2012, 18, 0.3612,293.163, 76.31, 16.52, 46.41,  0.43, 14.72
2012, 19, 0.3921,294.043, 75.25, 20.51, 47.88,  1.20, 14.57
2012, 20, 0.4131,294.191, 70.93, 30.25, 50.59,  1.63, 14.06
2012, 21, 0.4244,293.831, 64.54, 41.40, 52.97,  1.34, 13.92
2012, 22, 0.4615,294.879, 75.28, 34.85, 55.07,  1.12,  9.17
2012, 23, 0.4766,295.198, 77.50, 34.02, 55.76,  0.76,  7.54
2012, 24, 0.4826,295.282, 76.35, 34.20, 55.27,  0.58,  6.89
2012, 25, 0.4887,295.558, 77.95, 32.45, 55.20,  0.25,  6.27
2012, 26, 0.4902,295.837, 78.58, 29.55, 54.07,  0.11,  6.52
2012, 27, 0.4866,296.470, 76.81, 23.26, 50.04,  0.33, 12.47
2012, 28, 0.4864,296.869, 79.64, 20.43, 50.03,  0.33, 12.29
2012, 29, 0.4781,296.950, 78.48, 21.51, 49.99,  0.44, 12.76
2012, 30, 0.4716,296.860, 78.19, 26.78, 52.48,  0.29,  9.39
2012, 31, 0.4644,296.682, 77.42, 29.17, 53.29,  0.33,  8.81
2012, 32, 0.4546,296.125, 75.50, 33.25, 54.38,  0.36,  7.40
2012, 33, 0.4474,295.334, 76.16, 36.71, 56.43,  0.18,  5.91
2012, 34, 0.4354,294.288, 74.99, 38.83, 56.91,  0.07,  5.18
2012, 35, 0.4272,293.211, 76.68, 38.94, 57.81,  0.00,  3.52
